supplier_name_raw,supplier_name_norm,candidate_company_number,candidate_company_name,match_score,candidate_count,total_spend,decision,queue_reason
Societe Generale t/a ALD Automotive Limited,SOCIETE GENERALE,FC000268,SOCIETE GENERALE,1.0,2,87183.65,,tier 4 fuzzy
NRS Healthcare,NRS HEALTHCARE,01948041,NOTTINGHAM REHAB LIMITED,,1,86611.44,,tier 1 demoted: register name disagrees
NRS Healthcare,NRS HEALTHCARE,11480843,NRS HEALTHCARE LIMITED,1.0,1,86611.44,,tier 4 fuzzy
National Highways,NATIONAL HIGHWAYS,09346363,NATIONAL HIGHWAYS LIMITED,1.0,1,85387.12,,tier 4 fuzzy
National Highways,NATIONAL HIGHWAYS,09346363,NATIONAL HIGHWAYS LIMITED,,1,85387.12,,tier 1 demoted: register name disagrees
Re:Work Ltd,RE WORK LTD,03738243,RE:WORK LTD,1.0,1,84982.31,,tier 4 fuzzy
Landmark Chambers,LANDMARK CHAMBERS,04525957,LANDMARK CHAMBERS LIMITED,1.0,1,84262.5,,tier 4 fuzzy
CPD Property Services,CPD PROPERTY SERVICES,07020609,CPD PROPERTY SERVICES LTD,1.0,1,83920,,tier 4 fuzzy
Veritas Solicitors,VERITAS SOLICITORS,OC332899,VERITAS SOLICITORS LLP,1.0,1,83573.53,,tier 4 fuzzy
Tribal Education,TRIBAL EDUCATION,04163300,TRIBAL EDUCATION LIMITED,1.0,1,83030.56,,tier 4 fuzzy
COPYRIGHT LICENSING AGENCY,COPYRIGHT LICENSING AGENCY,01690026,COPYRIGHT LICENSING AGENCY LIMITED(THE),,1,82473.46,,tier 1 demoted: register name disagrees
Astra Signs,ASTRA SIGNS,03115547,ASTRA SIGNS LIMITED,1.0,1,81927.84,,tier 4 fuzzy
In Abis Hands Ltd,IN ABIS HANDS LTD,12462682,IN ABIS HANDS LTD,1.0,1,81919.35,,tier 4 fuzzy
Wythenshawe Community Initiative,WYTHENSHAWE COMMUNITY INITIATIVE,05564192,WYTHENSHAWE COMMUNITY INITIATIVE LTD,1.0,1,81812.13,,tier 4 fuzzy
Sense,SENSE,14050839,SENSE LTD,1.0,1,81242.15,,tier 4 fuzzy
CPCAB,CPCAB,02952656,CPCAB LIMITED,1.0,1,80411,,tier 4 fuzzy
V Cars Limited T/A Streamline Taxis,V CARS LTD,14411711,V V CARS LTD,1.0,1,80009.62,,tier 4 fuzzy
British Telecom PLC,BRITISH TELECOM PLC,01800000,BRITISH TELECOMMUNICATIONS LIMITED,,1,79271.65,,tier 1 demoted: register name disagrees
Talk Talk Business,TALK TALK BUSINESS,11347230,TALKTALK BUSINESS DIRECT LIMITED,,1,77923.93,,tier 1 demoted: register name disagrees
Talk Talk Business,TALK TALK BUSINESS,05821647,TALK + BUSINESS LIMITED,1.0,2,77923.93,,tier 4 fuzzy
Venture Arts Ltd,VENTURE ARTS LTD,10823617,VENTURE ARTS,1.0,1,77472.34,,tier 4 fuzzy
Corbenic Camphill Community,CORBENIC CAMPHILL COMMUNITY,SC066657,CORBENIC CAMPHILL COMMUNITY LIMITED,1.0,1,77274.61,,tier 4 fuzzy
Man Coed VM Ltd,MAN COED VM LTD,09576481,MAN COED VM LIMITED,1.0,1,77183,,tier 4 fuzzy
Select Fashion Ltd,SELECT FASHION LTD,11788458,SELECT FASHION LTD,1.0,1,76772,,tier 4 fuzzy
ROTHERHAM COMMUNITY TRANSPORT,ROTHERHAM COMMUNITY TRANSPORT,RS026853,ROTHERHAM COMMUNITY TRANSPORT LIMITED,1.0,1,76629.14,,tier 4 fuzzy
ADFERIAD RECOVERY,ADFERIAD RECOVERY,02751104,ADFERIAD RECOVERY LIMITED,1.0,1,75600,,tier 4 fuzzy
JFH Horticultural Supplies,JFH HORTICULTURAL SUPPLIES,08758818,JFH HORTICULTURAL SUPPLIES LIMITED,1.0,1,75212.7,,tier 4 fuzzy
Shardale St Annes Ltd,SHARDALE ST ANNES LTD,08413345,SHARDALE (ST ANNES) LIMITED,1.0,1,74406.72,,tier 4 fuzzy
PHS Group,PHS GROUP,05384799,PHS GROUP LIMITED,1.0,1,73072.72,,tier 4 fuzzy
Salutem LD Bidco IV T/a Ambito Care & Education,SALUTEM LD BIDCO IV,10988939,SALUTEM LD BIDCO IV LIMITED,1.0,1,72958.12,,tier 4 fuzzy
Holmes Care Group,HOLMES CARE GROUP,05794940,THE HOLMES CARE (GROUP) LIMITED,1.0,1,72524.49,,tier 4 fuzzy
SLAUGHTER AND MAY,SLAUGHTER AND MAY,00535683,SLAUGHTER AND MAY LIMITED,1.0,1,72496.5,,tier 4 fuzzy
SJK PROPERTIES LIMITED,SJK PROPERTIES LTD,04860981,SJK PROPERTIES LTD,1.0,2,71067,,tier 4 fuzzy
Life By Ringley,LIFE BY RINGLEY,11697366,LIFE BY RINGLEY LIMITED,1.0,1,70337.97,,tier 4 fuzzy
FOOD MATTERS,FOOD MATTERS,08117087,FOOD MATTERS LIMITED,1.0,1,70136,,tier 4 fuzzy
Armstrong Watson,ARMSTRONG WATSON,OC415608,ARMSTRONG WATSON LLP,1.0,1,69758,,tier 4 fuzzy
Manchester Early Learning Centre,MANCHESTER EARLY LEARNING CENTRE,08108798,MANCHESTER EARLY LEARNING CENTRE LIMITED,1.0,1,69661.52,,tier 4 fuzzy
Morgan Lambert,MORGAN LAMBERT,03448234,MORGAN LAMBERT LIMITED,1.0,1,69469.16,,tier 4 fuzzy
Morgan Lambert,MORGAN LAMBERT,03448234,MORGAN LAMBERT LIMITED,,1,69469.16,,tier 1 demoted: register name disagrees
11KBW,11KBW,05829287,11 KBW LIMITED,,1,69413,,tier 1 demoted: register name disagrees
Ventbrook,VENTBROOK,04390614,VENTBROOK LIMITED,1.0,1,69364.07,,tier 4 fuzzy
Manchester Montessori House,MANCHESTER MONTESSORI HOUSE,13182418,MANCHESTER MONTESSORI HOUSE LTD,1.0,1,69323.4,,tier 4 fuzzy
Irwell Valley Housing Association,IRWELL VALLEY HOUSING ASSOCIATION,IP20684R,IRWELL VALLEY HOUSING ASSOCIATION LIMITED,1.0,1,69175.86,,tier 4 fuzzy
Link Treasury Services Ltd,LINK TREASURY SERVICES LTD,02652033,MUFG CORPORATE MARKETS TREASURY LIMITED,,1,68695,,tier 1 demoted: register name disagrees
Democracy Counts,DEMOCRACY COUNTS,07095502,DEMOCRACY COUNTS LIMITED,1.0,1,68552.87,,tier 4 fuzzy
Subscan UDS,SUBSCAN UDS,08108600,SUBSCAN UDS LIMITED,1.0,1,67815,,tier 4 fuzzy
SAVE THE FAMILY,SAVE THE FAMILY,01908006,SAVE THE FAMILY LIMITED,1.0,1,67160,,tier 4 fuzzy
Resolve West,RESOLVE WEST,02538842,RESOLVE WEST LTD,1.0,1,66614.43,,tier 4 fuzzy
Express Solicitors,EXPRESS SOLICITORS,08458462,EXPRESS SOLICITORS LIMITED,1.0,1,65923.3,,tier 4 fuzzy
Kaleidoscope Assessment Services,KALEIDOSCOPE ASSESSMENT SERVICES,05377864,KALEIDOSCOPE ASSESSMENT SERVICES LIMITED,1.0,1,65512.84,,tier 4 fuzzy
Sterling Event Group,STERLING EVENT GROUP,06877734,STERLING EVENT GROUP LIMITED,1.0,1,65283.69,,tier 4 fuzzy
Hachette UK Distribution,HACHETTE UK DISTRIBUTION,03541391,HACHETTE UK DISTRIBUTION LIMITED,1.0,1,65110.71,,tier 4 fuzzy
Emmett Russell Architects,EMMETT RUSSELL ARCHITECTS,08802579,EMMETT RUSSELL ARCHITECTS LTD,1.0,1,64679.55,,tier 4 fuzzy
Riverside,RIVERSIDE,OE019563,RIVERSIDE LTD,1.0,1,63995.12,,tier 4 fuzzy
Holgate House,HOLGATE HOUSE,03614370,HOLGATE HOUSE LIMITED,1.0,1,62654.43,,tier 4 fuzzy
BS3 Community Development Ltd,BS3 COMMUNITY DEVELOPMENT LTD,02542176,BS3 COMMUNITY DEVELOPMENT,1.0,1,62629.89,,tier 4 fuzzy
Liberty Academy Trust,LIBERTY ACADEMY TRUST,07954396,LIBERTY ACADEMY TRUST LTD.,1.0,1,62611.68,,tier 4 fuzzy
Inforhousing,INFORHOUSING,11536454,INFORHOUSING LTD,1.0,1,62074,,tier 4 fuzzy
Brighter Beginnings Day Nursery,BRIGHTER BEGINNINGS DAY NURSERY,04607295,BRIGHTER BEGINNINGS DAY NURSERY LIMITED,1.0,1,61865.5,,tier 4 fuzzy
Nordic Products and Services,NORDIC PRODUCTS AND SERVICES,09131544,NORDIC PRODUCTS & SERVICES LTD,,1,61828,,tier 1 demoted: register name disagrees
Nordic Products and Services,NORDIC PRODUCTS AND SERVICES,09131544,NORDIC PRODUCTS & SERVICES LTD,1.0,1,61828,,tier 4 fuzzy
RUNTIME COLLECTIVE T/A BRANDWATCH,RUNTIME COLLECTIVE,03898053,RUNTIME COLLECTIVE LIMITED,1.0,1,61775.76,,tier 4 fuzzy
Consensus 2013,CONSENSUS 2013,08574447,CONSENSUS (2013) LIMITED,1.0,1,61652.36,,tier 4 fuzzy
Reliance Motor Services,RELIANCE MOTOR SERVICES,12324721,RELIANCE MOTOR SERVICES LIMITED,1.0,1,61319.64,,tier 4 fuzzy
Apse,APSE,08368976,APSE LTD,1.0,1,61244,,tier 4 fuzzy
Advanced Child Care Assessments,ADVANCED CHILD CARE ASSESSMENTS,05571239,ADVANCED CHILD CARE ASSESSMENTS LIMITED,1.0,1,61197.83,,tier 4 fuzzy
MetaCompliance,METACOMPLIANCE,NI049166,METACOMPLIANCE LIMITED,1.0,1,61073.5,,tier 4 fuzzy
TARMAC,TARMAC,05560273,TARMAC LIMITED,1.0,1,60420.63,,tier 4 fuzzy
Nisai Virtual Academy,NISAI VIRTUAL ACADEMY,05030261,NISAI VIRTUAL ACADEMY LIMITED,1.0,1,59828.39,,tier 4 fuzzy
Nisai Virtual Academy,NISAI VIRTUAL ACADEMY,05030261,NISAI VIRTUAL ACADEMY LIMITED,,1,59828.39,,tier 1 demoted: register name disagrees
Mason Clark Associates,MASON CLARK ASSOCIATES,02537113,MASON CLARK ASSOCIATES LIMITED,1.0,1,59763.5,,tier 4 fuzzy
Arrow County Supplies,ARROW COUNTY SUPPLIES,06355141,ARROW COUNTY SUPPLIES LIMITED,1.0,1,59707.24,,tier 4 fuzzy
Arrow County Supplies,ARROW COUNTY SUPPLIES,06355141,ARROW COUNTY SUPPLIES LIMITED,,1,59707.24,,tier 1 demoted: register name disagrees
Ferrol Lodge Care Home,FERROL LODGE CARE HOME,10248611,FERROL LODGE CARE HOME LIMITED,1.0,1,59507.36,,tier 4 fuzzy
Hilldale Housing Association,HILLDALE HOUSING ASSOCIATION,RS008777,HILLDALE HOUSING ASSOCIATION LIMITED,1.0,1,58953.02,,tier 4 fuzzy
Canada Life Limited,CANADA LIFE LTD,00973271,CANADA LIFE LIMITED,1.0,2,58770,,tier 4 fuzzy
IDAS,IDAS,04984337,INDEPENDENT DOMESTIC ABUSE SERVICES,,1,58379.19,,tier 1 demoted: register name disagrees
IDAS,IDAS,02792217,IDAS LIMITED,1.0,1,58379.19,,tier 4 fuzzy
Atkins Realis,ATKINS REALIS,00688424,ATKINSRÉALIS UK LIMITED,,1,58329,,tier 1 demoted: register name disagrees
Costain,COSTAIN,00610201,COSTAIN LIMITED,1.0,1,58309.88,,tier 4 fuzzy
Jon Matthews Architects,JON MATTHEWS ARCHITECTS,11578881,JON MATTHEWS ARCHITECTS LIMITED,1.0,1,58000,,tier 4 fuzzy
Local Taxis,LOCAL TAXIS,12576860,LOCAL TAXIS LTD,1.0,1,57943,,tier 4 fuzzy
Artspace Lifespace Ltd,ARTSPACE LIFESPACE LTD,CE007822,ARTSPACE LIFESPACE,1.0,1,57930.88,,tier 4 fuzzy
Event Technical Support,EVENT TECHNICAL SUPPORT,08323546,EVENT TECHNICAL SUPPORT LIMITED,1.0,1,57826.72,,tier 4 fuzzy
Casa Environmental Services,CASA ENVIRONMENTAL SERVICES,07649903,CASA ENVIRONMENTAL SERVICES LTD,1.0,1,57327,,tier 4 fuzzy
Ignite Sports Coaching,IGNITE SPORTS COACHING,13902001,IGNITE SPORTS COACHING LIMITED,1.0,1,57292,,tier 4 fuzzy
Kids Limited,KIDS LTD,01346252,KIDS,1.0,1,56992,,tier 4 fuzzy
Wirral Change,WIRRAL CHANGE,05844145,WIRRAL CHANGE LIMITED,1.0,1,56720,,tier 4 fuzzy
The Dolphin School,DOLPHIN SCHOOL,12376081,DOLPHIN SCHOOL LIMITED,1.0,1,56639.96,,tier 4 fuzzy
Moving Forward Supported Lodgings,MOVING FORWARD SUPPORTED LODGINGS,10643777,MOVING FORWARD SUPPORTED LODGINGS LIMITED,1.0,1,56604.72,,tier 4 fuzzy
People Who Foster,PEOPLE WHO FOSTER,09886973,PEOPLE WHO FOSTER LTD,1.0,1,56356.2,,tier 4 fuzzy
Bishopston Beanstalks,BISHOPSTON BEANSTALKS,08556138,BISHOPSTON BEANSTALKS LTD,1.0,1,56239.73,,tier 4 fuzzy
AMP Clean Energy,AMP CLEAN ENERGY,11320925,AMP CLEAN ENERGY LIMITED,1.0,1,56186.88,,tier 4 fuzzy
Kids Allowed,KIDS ALLOWED,05161564,KIDS ALLOWED LIMITED,1.0,1,55910.4,,tier 4 fuzzy
Driscoll Kingston & Co,DRISCOLL KINGSTON AND CO,13872283,DRISCOLL KINGSTON & CO LTD,1.0,1,55484.79,,tier 4 fuzzy
Tranter Cleere & Co,TRANTER CLEERE AND CO,06719427,TRANTER CLEERE AND CO LIMITED,1.0,1,55191.24,,tier 4 fuzzy
Iron Mountain,IRON MOUNTAIN,02236749,IRON MOUNTAIN LIMITED,1.0,1,55172.66,,tier 4 fuzzy
Arena Group,ARENA GROUP,02168309,ARENA GROUP LIMITED,1.0,1,54713.5,,tier 4 fuzzy
Policy In Practice,POLICY IN PRACTICE,07042993,POLICY IN PRACTICE LTD,1.0,1,54615,,tier 4 fuzzy
Policy In Practice,POLICY IN PRACTICE,07042993,POLICY IN PRACTICE LTD,,1,54615,,tier 1 demoted: register name disagrees
Lisclare,LISCLARE,NI031180,LISCLARE LIMITED,,1,53923,,tier 1 demoted: register name disagrees
Lisclare,LISCLARE,NI031180,LISCLARE LIMITED,1.0,1,53923,,tier 4 fuzzy
TOTAL GAS & POWER LTD,TOTAL GAS AND POWER LTD,02172239,TOTALENERGIES GAS & POWER LIMITED,,1,53668.9,,tier 1 demoted: register name disagrees
Apex Specialist Education,APEX SPECIALIST EDUCATION,14596287,APEX SPECIALIST EDUCATION LTD,1.0,1,53469,,tier 4 fuzzy
IOTA,IOTA,15593675,IOTA LTD,1.0,1,53279.02,,tier 4 fuzzy
M&G Transport & Technical Services,M AND G TRANSPORT AND TECHNICAL SERVICES,06609351,M & G TRANSPORT AND TECHNICAL SERVICES LIMITED,1.0,1,52795.06,,tier 4 fuzzy
Advanced Pest Control,ADVANCED PEST CONTROL,03915269,ADVANCED PEST CONTROL LIMITED,1.0,1,52647,,tier 4 fuzzy
My Time Wellness,MY TIME WELLNESS,12288867,MY TIME WELLNESS LTD,1.0,1,52615.5,,tier 4 fuzzy
Working on Wellbeing Ltd,WORKING ON WELLBEING LTD,08544676,OPTIMA HEALTH UK LIMITED,,1,52416.36,,tier 1 demoted: register name disagrees
Link Mediation Services,LINK MEDIATION SERVICES,08837997,LINK MEDIATION SERVICES LTD,1.0,1,52200,,tier 4 fuzzy
Bates Wells & Braithwaite,BATES WELLS AND BRAITHWAITE,08321040,BATES WELLS & BRAITHWAITE LIMITED,1.0,1,52000,,tier 4 fuzzy
SAFER WALES LTD,SAFER WALES LTD,03611374,SAFER WALES,1.0,1,51741,,tier 4 fuzzy
ROFFEY PARK INSTITUTE,ROFFEY PARK INSTITUTE,00923975,ROFFEY PARK INSTITUTE LIMITED,,1,51576,,tier 1 demoted: register name disagrees
ROFFEY PARK INSTITUTE,ROFFEY PARK INSTITUTE,00923975,ROFFEY PARK INSTITUTE LIMITED,1.0,1,51576,,tier 4 fuzzy
Cornflower Ltd,CORNFLOWER LTD,03292989,CORNFLOWER LIMITED,1.0,2,50838.83,,tier 4 fuzzy
Temple Studios,TEMPLE STUDIOS,07936198,TEMPLE STUDIOS LIMITED,1.0,1,50539.82,,tier 4 fuzzy
Latcham Direct,LATCHAM DIRECT,06695717,LATCHAM DIRECT LIMITED,1.0,1,50174.62,,tier 4 fuzzy
Bay Media,BAY MEDIA,03788497,BAY MEDIA LTD,1.0,1,50151,,tier 4 fuzzy
Foster Care Values,FOSTER CARE VALUES,08405979,FOSTER CARE VALUES LIMITED,1.0,1,50100.15,,tier 4 fuzzy
THE CHARTERED INSTITUTION OF HIGHWAYS & TRANSPORTATION (CIHT),CHARTERED INSTITUTION OF HIGHWAYS AND TRANSPORTATION CIHT,RC000835,THE CHARTERED INSTITUTION OF HIGHWAYS AND TRANSPORTATION,0.8571,1,50000,,tier 4 fuzzy
RoadPeace,ROADPEACE,04165519,ROADPEACE,1.0,1,50000,,tier 4 fuzzy
WOMEN IN PRISON,WOMEN IN PRISON,05581944,WOMEN IN PRISON LIMITED,1.0,1,49997,,tier 4 fuzzy
The Sanctuary Project,SANCTUARY PROJECT,07632992,THE SANCTUARY PROJECT LIMITED,1.0,1,49875.76,,tier 4 fuzzy
Care Worldwide (Staffordshire),CARE WORLDWIDE STAFFORDSHIRE,06987005,CARE WORLDWIDE (STAFFORDSHIRE) LIMITED,1.0,1,49593.6,,tier 4 fuzzy
Upwards Care Solutions,UPWARDS CARE SOLUTIONS,11599555,UPWARDS CARE SOLUTIONS LIMITED,1.0,1,49184.8,,tier 4 fuzzy
Little Sisters of the Poor (Glasgow),LITTLE SISTERS OF THE POOR GLASGOW,CS002753,"LITTLE SISTERS OF THE POOR, GLASGOW SCIO",0.8571,1,49030.99,,tier 4 fuzzy
Trevi,TREVI,07648861,TREVI LTD,1.0,1,48342.84,,tier 4 fuzzy
Elcocks,ELCOCKS,01294435,ELCOCKS LIMITED,1.0,1,48212.89,,tier 4 fuzzy
Tevva Motors Limited,TEVVA MOTORS LTD,08368694,TEVVA MOTORS LIMITED,1.0,1,48000,,tier 4 fuzzy
SRA,SRA,12997819,SRA SRA LIMITED,1.0,1,47989,,tier 4 fuzzy
Capita Business Services,CAPITA BUSINESS SERVICES,02299747,CAPITA BUSINESS SERVICES LTD,1.0,1,47808,,tier 4 fuzzy
Capita Business Services,CAPITA BUSINESS SERVICES,02299747,CAPITA BUSINESS SERVICES LTD,,1,47808,,tier 1 demoted: register name disagrees
Cornerstone Design and Marketing,CORNERSTONE DESIGN AND MARKETING,07203931,CORNERSTONE DESIGN & MARKETING LIMITED,1.0,1,47291.67,,tier 4 fuzzy
Cornerstone Design and Marketing,CORNERSTONE DESIGN AND MARKETING,07203931,CORNERSTONE DESIGN & MARKETING LIMITED,,1,47291.67,,tier 1 demoted: register name disagrees
NORTH WALES WOMEN'S CENTRE,NORTH WALES WOMEN S CENTRE,03886363,NORTH WALES WOMEN'S CENTRE LIMITED,1.0,1,47195,,tier 4 fuzzy
Toucan Archive Storage,TOUCAN ARCHIVE STORAGE,11265970,TOUCAN ARCHIVE STORAGE LIMITED,1.0,1,47180.68,,tier 4 fuzzy
Clifton Bridge Hotel,CLIFTON BRIDGE HOTEL,08810411,CLIFTON BRIDGE HOTEL LIMITED,1.0,1,47040,,tier 4 fuzzy
CAP TRAC,CAP TRAC,06910854,CAP TRAC LTD,1.0,1,47005,,tier 4 fuzzy
CAP TRAC,CAP TRAC,06910854,CAP TRAC LTD,,1,47005,,tier 1 demoted: register name disagrees
Diligent,DILIGENT,04227741,DILIGENT LIMITED,1.0,1,46449.61,,tier 4 fuzzy
Mail Solutions,MAIL SOLUTIONS,02413935,MAIL SOLUTIONS LIMITED,1.0,1,46439.95,,tier 4 fuzzy
Mail Solutions,MAIL SOLUTIONS,05157725,MAIL SOLUTIONS UK LIMITED,,1,46439.95,,tier 1 demoted: register name disagrees
Satchell Moran Solicitors,SATCHELL MORAN SOLICITORS,09847571,SATCHELL MORAN SOLICITORS LIMITED,1.0,1,46272.13,,tier 4 fuzzy
Manchester Deaf Centre Ltd,MANCHESTER DEAF CENTRE LTD,CE033914,THE MANCHESTER DEAF CENTRE,1.0,2,46194,,tier 4 fuzzy
DeepStore,DEEPSTORE,02672031,DEEPSTORE LIMITED,1.0,1,46162.3,,tier 4 fuzzy
Gariff Construction,GARIFF CONSTRUCTION,02801429,GARIFF CONSTRUCTION LIMITED,1.0,1,46053,,tier 4 fuzzy
Royal Society For The Prevention of Accidents,ROYAL SOCIETY FOR THE PREVENTION OF ACCIDENTS,00231435,ROYAL SOCIETY FOR THE PREVENTION OF ACCIDENTS(THE),1.0,1,45000,,tier 4 fuzzy
Ripon Farm Services,RIPON FARM SERVICES,01667383,RIPON FARM SERVICES LIMITED,1.0,1,44917.09,,tier 4 fuzzy
Middleton Hall,MIDDLETON HALL,00065737,MIDDLETON HALL LIMITED,1.0,1,44800,,tier 4 fuzzy
Morelock Signs Limited,MORELOCK SIGNS LTD,03193048,MORELOCK SIGNS LIMITED,1.0,1,44608.71,,tier 4 fuzzy
Universal Live,UNIVERSAL LIVE,06617594,UNIVERSAL LIVE LIMITED,1.0,1,44557.92,,tier 4 fuzzy
Savanta,SAVANTA,06537386,SAVANTA LIMITED,1.0,1,44298.29,,tier 4 fuzzy
Cater-Trailer,CATER-TRAILER,05528548,CATER-TRAILER LIMITED,1.0,1,44240,,tier 4 fuzzy
Foster Talk,FOSTER TALK,06318354,FOSTER TALK LIMITED,1.0,1,43814.13,,tier 4 fuzzy
The Bilbrough Country Classroom,BILBROUGH COUNTRY CLASSROOM,07801644,THE BILBROUGH COUNTRY CLASSROOM LIMITED,1.0,1,43187,,tier 4 fuzzy
Serenity Welfare,SERENITY WELFARE,10484348,SERENITY WELFARE LTD,1.0,1,42982.84,,tier 4 fuzzy
ARMSTRONG RENEWABLES,ARMSTRONG RENEWABLES,08849059,ARMSTRONG RENEWABLES LIMITED,1.0,1,42500,,tier 4 fuzzy
Poole Dick Associates,POOLE DICK ASSOCIATES,01477221,POOLE DICK ASSOCIATES LIMITED,1.0,1,42465.58,,tier 4 fuzzy
SKY,SKY,02247735,SKY LIMITED,1.0,1,42027.22,,tier 4 fuzzy
SMART SURVEY LTD,SMART SURVEY LTD,04885155,SMARTSURVEY LTD,,1,42000,,tier 1 demoted: register name disagrees
Winter Service Solutions,WINTER SERVICE SOLUTIONS,07841440,WINTER SERVICE SOLUTIONS LTD,1.0,1,41916,,tier 4 fuzzy
Fox Group (Yorkshire),FOX GROUP YORKSHIRE,11069004,FOX GROUP (YORKSHIRE) LIMITED,1.0,1,41727,,tier 4 fuzzy
Donald Insall Associates,DONALD INSALL ASSOCIATES,01550406,DONALD INSALL ASSOCIATES LIMITED,1.0,1,41654.12,,tier 4 fuzzy
Obitus,OBITUS,05750459,VIVEDIA LIMITED,,1,40728.92,,tier 1 demoted: register name disagrees
At Home Specialists in Care Ltd,AT HOME SPECIALISTS IN CARE LTD,09204812,AT HOME - SPECIALISTS IN CARE LTD,1.0,1,39904.21,,tier 4 fuzzy
Kaasuu Properties,KAASUU PROPERTIES,11540683,KAASUU PROPERTIES LTD,1.0,1,39720,,tier 4 fuzzy
The Grange,GRANGE,NI031662,GRANGE LIMITED,1.0,1,38799.77,,tier 4 fuzzy
GO-CENTRIC LIMITED,GO-CENTRIC LTD,07377180,GO-CENTRIC LIMITED,1.0,1,38767.08,,tier 4 fuzzy
Mosaic Partnership Trust Ltd,MOSAIC PARTNERSHIP TRUST LTD,15391314,MOSAIC PARTNERSHIP TRUST,1.0,1,38557.48,,tier 4 fuzzy
STANDARD SIGNS & TRAFFIC SYSTEMS,STANDARD SIGNS AND TRAFFIC SYSTEMS,01691783,STANDARD SIGNS & TRAFFIC SYSTEMS LIMITED,1.0,1,38389.29,,tier 4 fuzzy
Jack In The Box Day Nursery,JACK IN THE BOX DAY NURSERY,04290790,JACK IN THE BOX (DAY NURSERY) LIMITED,1.0,1,38099.7,,tier 4 fuzzy
Johnsons Of Whixley Ltd,JOHNSONS OF WHIXLEY LTD,00616324,JOHNSONS NURSERIES LIMITED,,1,38017.57,,tier 1 demoted: register name disagrees
Initial Medical Services,INITIAL MEDICAL SERVICES,03174140,INITIAL MEDICAL SERVICES LIMITED,1.0,1,37635.57,,tier 4 fuzzy
West Street Glazing,WEST STREET GLAZING,15250123,WEST STREET GLAZING LIMITED,1.0,1,37530,,tier 4 fuzzy
Ellern Mede School,ELLERN MEDE SCHOOL,10642453,ELLERN MEDE SCHOOL LIMITED,1.0,1,37469,,tier 4 fuzzy
Haven Healthcare Services,HAVEN HEALTHCARE SERVICES,12427819,HAVEN HEALTHCARE SERVICES LIMITED,1.0,1,37450,,tier 4 fuzzy
Life Environmental Services,LIFE ENVIRONMENTAL SERVICES,03053057,LIFE ENVIRONMENTAL SERVICES LIMITED,1.0,1,37363.44,,tier 4 fuzzy
Rising Stars SLS ,RISING STARS SLS,13874983,RISING STARS SLS LTD,1.0,1,37122,,tier 4 fuzzy
Teach Me Happy,TEACH ME HAPPY,14254384,TEACH ME HAPPY LTD,1.0,1,36180,,tier 4 fuzzy
LANCASTER UNIVERSITY,LANCASTER UNIVERSITY,RC000657,UNIVERSITY OF LANCASTER,,1,36138.42,,tier 1 demoted: register name disagrees
University of Nottingham,UNIVERSITY OF NOTTINGHAM,RC000664,UNIVERSITY OF NOTTINGHAM (THE),,1,35910.13,,tier 1 demoted: register name disagrees
Skills Construction Centre,SKILLS CONSTRUCTION CENTRE,06550761,SKILLS CONSTRUCTION CENTRE LTD,1.0,1,34680,,tier 4 fuzzy
B M Services,B M SERVICES,01474614,B.M. SERVICES LIMITED,1.0,1,34475,,tier 4 fuzzy
Windsor Telecom,WINDSOR TELECOM,03752620,WINDSOR TELECOM LIMITED,1.0,1,34408.68,,tier 4 fuzzy
St John Ambulance Supplies,ST JOHN AMBULANCE SUPPLIES,06216408,ST JOHN AMBULANCE SUPPLIES LIMITED,1.0,1,34100,,tier 4 fuzzy
Severnside Community Rail Partnership,SEVERNSIDE COMMUNITY RAIL PARTNERSHIP,05270340,SEVERNSIDE COMMUNITY RAIL PARTNERSHIP C.I.C,,1,34000,,tier 1 demoted: register name disagrees
Link Maker Systems,LINK MAKER SYSTEMS,08472919,LINK MAKER SYSTEMS LIMITED,1.0,1,33532.74,,tier 4 fuzzy
Concerto Support Services,CONCERTO SUPPORT SERVICES,05124418,CONCERTO SUPPORT SERVICES LIMITED,,1,33000,,tier 1 demoted: register name disagrees
Concerto Support Services,CONCERTO SUPPORT SERVICES,05124418,CONCERTO SUPPORT SERVICES LIMITED,1.0,1,33000,,tier 4 fuzzy
NCB RiP Ltd,NCB RIP LTD,15336152,NCB RIP,1.0,1,32560,,tier 4 fuzzy
Andrew G Podmore & Son,ANDREW G PODMORE AND SON,08557810,ANDREW G PODMORE & SON LIMITED,1.0,1,32506.11,,tier 4 fuzzy
TRAFFORD HALL HOTEL,TRAFFORD HALL HOTEL,04618371,THE TRAFFORD HALL HOTEL LIMITED,1.0,1,32473,,tier 4 fuzzy
Vitalize Consultancy,VITALIZE CONSULTANCY,06873637,VITALIZE CONSULTANCY LIMITED,1.0,1,32159,,tier 4 fuzzy
ITSA,ITSA,02767942,ITSA LIMITED,1.0,1,32080.32,,tier 4 fuzzy
GEOFFREY OSBORNE LTD,GEOFFREY OSBORNE LTD,00873093,GEOFFREY OSBORNE LIMITED,1.0,1,32032.61,,tier 4 fuzzy
Georgie Porgies Nursery,GEORGIE PORGIES NURSERY,04816419,GEORGIE PORGIES NURSERY LIMITED,1.0,1,31879.98,,tier 4 fuzzy
MICHAEL PAGE,MICHAEL PAGE,03310225,MICHAEL PAGE PLC,1.0,1,31878,,tier 4 fuzzy
