supplier_name_raw,supplier_name_norm,candidate_company_number,candidate_company_name,match_score,candidate_count,total_spend,decision,queue_reason
Lima Delta,LIMA DELTA,12393040,LIMA DELTA LTD,1.0,1,10000,,tier 4 fuzzy
Nurture Development and Training Ltd,NURTURE DEVELOPMENT AND TRAINING LTD,12167755,NURTURE TRAINING AND DEVELOPMENT LIMITED,1.0,1,10000,,tier 4 fuzzy
Frost and Sullivan,FROST AND SULLIVAN,01119817,"FROST & SULLIVAN, LIMITED",1.0,1,10000,,tier 4 fuzzy
Sanderson Weatherall,SANDERSON WEATHERALL,OC344770,SANDERSON WEATHERALL LLP,1.0,1,10000,,tier 4 fuzzy
Sanderson Weatherall,SANDERSON WEATHERALL,OC344770,SANDERSON WEATHERALL LLP,,1,10000,,tier 1 demoted: register name disagrees
Ryans Solicitors,RYANS SOLICITORS,08374353,RYANS SOLICITORS LIMITED,1.0,1,9976.68,,tier 4 fuzzy
Bristol Blue Glass,BRISTOL BLUE GLASS,02553696,BRISTOL BLUE GLASS LIMITED,1.0,1,9928.78,,tier 4 fuzzy
Tripod Partners,TRIPOD PARTNERS,08230012,TRIPOD PARTNERS LIMITED,1.0,1,9904.5,,tier 4 fuzzy
Roland Dransfield Public Relations,ROLAND DRANSFIELD PUBLIC RELATIONS,00729556,ROLAND DRANSFIELD PUBLIC RELATIONS LIMITED,1.0,1,9800,,tier 4 fuzzy
Little Angels Day Nursery,LITTLE ANGELS DAY NURSERY,13852950,LITTLE ANGELS DAY NURSERY LTD,1.0,1,9778.28,,tier 4 fuzzy
Liam Trippier School Improvement,LIAM TRIPPIER SCHOOL IMPROVEMENT,07365335,LIAM TRIPPIER SCHOOL IMPROVEMENT LTD,1.0,1,9737.5,,tier 4 fuzzy
Urban Splash,URBAN SPLASH,02827908,URBAN SPLASH LIMITED,1.0,1,9720.77,,tier 4 fuzzy
Bristol Old Vic Theatre Royal Trust Limited,BRISTOL OLD VIC THEATRE ROYAL TRUST LTD,00756007,BRISTOL OLD VIC AND THEATRE ROYAL TRUST LIMITED,0.8571,1,9602.38,,tier 4 fuzzy
Health Jobs,HEALTH JOBS,11787824,HEALTH JOBS LTD,1.0,1,9588,,tier 4 fuzzy
The Learn Centre,LEARN CENTRE,03652566,THE LEARN CENTRE LIMITED,1.0,1,9560.65,,tier 4 fuzzy
LTE Group,LTE GROUP,11726027,LTE GROUP LIMITED,1.0,1,9393.9,,tier 4 fuzzy
Lewis Tree Surgery,LEWIS TREE SURGERY,10062026,LEWIS TREE SURGERY LTD,1.0,1,9381,,tier 4 fuzzy
Professional Development Group t/a Government Events,PROFESSIONAL DEVELOPMENT GROUP,11295320,PROFESSIONAL DEVELOPMENT GROUP LIMITED,1.0,1,9358.75,,tier 4 fuzzy
Crown Gas and Power,CROWN GAS AND POWER,07980591,CROWN GAS AND POWER LIMITED,,1,9150.11,,tier 1 demoted: register name disagrees
Crown Gas and Power,CROWN GAS AND POWER,07980591,CROWN GAS AND POWER LIMITED,1.0,1,9150.11,,tier 4 fuzzy
Asian Arts Agency Ltd,ASIAN ARTS AGENCY LTD,03961654,ASIAN ARTS AGENCY,1.0,1,9000,,tier 4 fuzzy
Customer First Venue Services,CUSTOMER FIRST VENUE SERVICES,08522015,CUSTOMER FIRST VENUE SERVICES LTD,1.0,1,8936,,tier 4 fuzzy
FRAGRANCE UK-HOTEL MANAGEMENT,FRAGRANCE UK-HOTEL MANAGEMENT,13199191,FRAGRANCE UK-HOTEL MANAGEMENT LIMITED,1.0,1,8926.22,,tier 4 fuzzy
24-7 Locks Ltd,24-7 LOCKS LTD,07629702,24-7 LOCKS SECURE HORIZON LTD,,1,8882,,tier 1 demoted: register name disagrees
Think Image Ltd,THINK IMAGE LTD,08955714,THINK IMAGE LIMITED,1.0,1,8865,,tier 4 fuzzy
Applied Psychology Services,APPLIED PSYCHOLOGY SERVICES,06311631,APPLIED PSYCHOLOGY SERVICES LTD,1.0,1,8840,,tier 4 fuzzy
Peter Kneale Solicitor,PETER KNEALE SOLICITOR,08603112,PETER KNEALE SOLICITOR LTD,1.0,1,8808,,tier 4 fuzzy
Oliver & Co Solicitors,OLIVER AND CO SOLICITORS,07034465,OLIVER & CO SOLICITORS LIMITED,1.0,1,8804,,tier 4 fuzzy
Star Editions,STAR EDITIONS,06628133,STAR EDITIONS LIMITED,1.0,1,8800.62,,tier 4 fuzzy
Total Traffic Surveys,TOTAL TRAFFIC SURVEYS,11285406,TOTAL TRAFFIC SURVEYS LTD,1.0,1,8780,,tier 4 fuzzy
Comms Express,COMMS EXPRESS,04359914,COMMS EXPRESS LIMITED,1.0,1,8776.92,,tier 4 fuzzy
Revitalise,REVITALISE,05087837,REVITALISE LIMITED,1.0,1,8710,,tier 4 fuzzy
Didsbury Good Neighbours Ltd,DIDSBURY GOOD NEIGHBOURS LTD,07885159,DIDSBURY GOOD NEIGHBOURS,1.0,1,8540,,tier 4 fuzzy
Brooke Williams Solicitors,BROOKE WILLIAMS SOLICITORS,04699468,BROOKE WILLIAMS SOLICITORS LIMITED,1.0,1,8499.2,,tier 4 fuzzy
LCC Group,LCC GROUP,NI031142,LCC GROUP LIMITED,1.0,1,8484,,tier 4 fuzzy
LCC Group,LCC GROUP,NI031142,LCC GROUP LIMITED,,1,8484,,tier 1 demoted: register name disagrees
British Standards Institution Limited,BRITISH STANDARDS INSTITUTION LTD,RC000074,BRITISH STANDARDS INSTITUTION,1.0,2,8456,,tier 4 fuzzy
Stadium Self-Storage York Ltd,STADIUM SELF-STORAGE YORK LTD,12834862,STADIUM SELF-STORAGE YORK LIMITED,1.0,1,8327.25,,tier 4 fuzzy
Forbes Solicitors,FORBES SOLICITORS,OC433300,FORBES SOLICITORS LLP,1.0,1,8256,,tier 4 fuzzy
Howdens Joinery Co,HOWDENS JOINERY CO,00526923,HOWDEN JOINERY LIMITED,,1,8210.25,,tier 1 demoted: register name disagrees
H C Slingsby PLC,H C SLINGSBY PLC,00452716,H C SLINGSBY P L C,,1,8176.9,,tier 1 demoted: register name disagrees
BUSY BEES,BUSY BEES,00439525,BUSY BEES LIMITED,1.0,1,8134.2,,tier 4 fuzzy
Euromonitor International,EUROMONITOR INTERNATIONAL,01040587,EUROMONITOR INTERNATIONAL LIMITED,1.0,1,8127,,tier 4 fuzzy
MRI Software,MRI SOFTWARE,03341304,MRI SOFTWARE LIMITED,,1,8089.65,,tier 1 demoted: register name disagrees
MRI Software,MRI SOFTWARE,03341304,MRI SOFTWARE LIMITED,1.0,1,8089.65,,tier 4 fuzzy
SQW,SQW,01701564,SQW LIMITED,1.0,1,8000,,tier 4 fuzzy
SQW,SQW,01701564,SQW LIMITED,,1,8000,,tier 1 demoted: register name disagrees
Lonely Mouth Ltd,LONELY MOUTH LTD,15321129,LONELY MOUTH LTD,1.0,1,8000,,tier 4 fuzzy
Diversity Environmental Consultants,DIVERSITY ENVIRONMENTAL CONSULTANTS,06129605,DIVERSITY ENVIRONMENTAL CONSULTANTS LIMITED,1.0,1,7935,,tier 4 fuzzy
Rendall and Rittner,RENDALL AND RITTNER,02515428,RENDALL & RITTNER LIMITED,1.0,1,7931.36,,tier 4 fuzzy
Barnes Solicitors,BARNES SOLICITORS,OC428641,BARNES SOLICITORS LLP,1.0,1,7906.81,,tier 4 fuzzy
Helping Hands Home Care,HELPING HANDS HOME CARE,09443304,HELPING HANDS HOME CARE LIMITED,1.0,1,7878.83,,tier 4 fuzzy
The Lowry Hotel,LOWRY HOTEL,03807696,THE LOWRY HOTEL LIMITED,1.0,1,7800,,tier 4 fuzzy
McDermott Smith Law,MCDERMOTT SMITH LAW,09982511,MCDERMOTT SMITH LAW LTD,1.0,1,7779.41,,tier 4 fuzzy
Melcourt Industries,MELCOURT INDUSTRIES,01734220,MELCOURT INDUSTRIES LIMITED,1.0,1,7700,,tier 4 fuzzy
Graysons Solicitors,GRAYSONS SOLICITORS,OC440580,GRAYSONS SOLICITORS LLP,1.0,1,7689.79,,tier 4 fuzzy
Phoenix Health and Safety,PHOENIX HEALTH AND SAFETY,05055984,PHOENIX HEALTH & SAFETY LIMITED,1.0,1,7670,,tier 4 fuzzy
Clear Law,CLEAR LAW,OC308339,CLEAR LAW LLP,1.0,1,7650.64,,tier 4 fuzzy
BHR Pharmaceuticals,BHR PHARMACEUTICALS,02460338,BHR PHARMACEUTICALS LIMITED,1.0,1,7644.47,,tier 4 fuzzy
Law Together,LAW TOGETHER,OC418072,LAW TOGETHER LLP,1.0,1,7630,,tier 4 fuzzy
Synergy Fire Technologies T/a Firehub,SYNERGY FIRE TECHNOLOGIES,10238896,SYNERGY FIRE TECHNOLOGIES LIMITED,1.0,1,7558,,tier 4 fuzzy
Trade Union Legal,TRADE UNION LEGAL,OC388189,TRADE UNION LEGAL LLP,1.0,1,7556,,tier 4 fuzzy
Horseworld,HORSEWORLD,05461448,HORSEWORLD LIMITED,1.0,1,7500,,tier 4 fuzzy
Projekts MCR,PROJEKTS MCR,IP29726R,PROJEKTS MCR LIMITED,1.0,1,7500,,tier 4 fuzzy
CIEH,CIEH,01999717,CIEH LIMITED,1.0,1,7480,,tier 4 fuzzy
Atorus Consult,ATORUS CONSULT,09812063,ATORUS CONSULT LIMITED,1.0,1,7400,,tier 4 fuzzy
Rainbow Centre,RAINBOW CENTRE,IP24442R,RAINBOW CENTRE LIMITED,1.0,1,7335.28,,tier 4 fuzzy
LITE Ltd,LITE LTD,01828125,LITE LIMITED,1.0,2,7312,,tier 4 fuzzy
LITE Ltd,LITE LTD,04246192,LIGHTING & ILLUMINATION TECHNOLOGY EXPERIENCE LIMITED,,1,7312,,tier 1 demoted: register name disagrees
The Electric Bike Shop,ELECTRIC BIKE SHOP,09097113,THE ELECTRIC BIKE SHOP LTD,1.0,1,7249.87,,tier 4 fuzzy
Adt Fire And Security,ADT FIRE AND SECURITY,01161045,ADT FIRE AND SECURITY PLC,1.0,1,7239.27,,tier 4 fuzzy
Adt Fire And Security,ADT FIRE AND SECURITY,01161045,ADT FIRE AND SECURITY PLC,,1,7239.27,,tier 1 demoted: register name disagrees
The Lawyers Firm,LAWYERS FIRM,11012196,THE LAWYERS FIRM LTD,1.0,1,7197.5,,tier 4 fuzzy
The Landmark Practice,LANDMARK PRACTICE,05768723,THE LANDMARK PRACTICE LIMITED,1.0,1,7077,,tier 4 fuzzy
Johnsons Apparelmaster,JOHNSONS APPARELMASTER,11687539,JOHNSONS APPARELMASTER LIMITED,1.0,1,6951.06,,tier 4 fuzzy
Assessment And Qualifications Alliance,ASSESSMENT AND QUALIFICATIONS ALLIANCE,08038687,ASSESSMENT AND QUALIFICATIONS ALLIANCE LIMITED,1.0,1,6889.3,,tier 4 fuzzy
Sight and Sound Technology,SIGHT AND SOUND TECHNOLOGY,01408275,SIGHT AND SOUND TECHNOLOGY LIMITED,1.0,1,6856.39,,tier 4 fuzzy
Wyncourt Nursing Home,WYNCOURT NURSING HOME,15305475,WYNCOURT NURSING HOME LTD,1.0,1,6800,,tier 4 fuzzy
SSE Energy Solutions,SSE ENERGY SOLUTIONS,SC374961,ARGYLL FERRIES LTD.,,1,6782.78,,tier 1 demoted: register name disagrees
"Asteer Planning,",ASTEER PLANNING,OC436575,ASTEER PLANNING LLP,1.0,1,6729.93,,tier 4 fuzzy
WISE,WISE,13211214,WISE LIMITED,1.0,1,6668,,tier 4 fuzzy
Ocean Laundry Ltd,OCEAN LAUNDRY LTD,10985840,OCEAN LAUNDRY LTD,1.0,1,6645.84,,tier 4 fuzzy
Jump Space Ltd,JUMP SPACE LTD,06780801,JUMP SPACE LIMITED,1.0,1,6644.46,,tier 4 fuzzy
Paragon Costs Solutions,PARAGON COSTS SOLUTIONS,07496353,PARAGON COSTS SOLUTIONS LIMITED,1.0,1,6633,,tier 4 fuzzy
CAYP Psychology,CAYP PSYCHOLOGY,12016198,CAYP PSYCHOLOGY LIMITED,1.0,1,6590,,tier 4 fuzzy
Gordon Harrison,GORDON HARRISON,01159087,GORDON HARRISON LIMITED,1.0,1,6567.49,,tier 4 fuzzy
BC Joinery,BC JOINERY,13348068,BC JOINERY LIMITED,1.0,1,6500,,tier 4 fuzzy
First Dispute Management,FIRST DISPUTE MANAGEMENT,11606678,FIRST DISPUTE MANAGEMENT LIMITED,1.0,1,6500,,tier 4 fuzzy
Acomb Out of School Club,ACOMB OUT OF SCHOOL CLUB,05081540,ACOMB OUT OF SCHOOL CLUB LIMITED,1.0,1,6448.95,,tier 4 fuzzy
RAM Utility Solutions,RAM UTILITY SOLUTIONS,11897746,RAM UTILITY SOLUTIONS LTD,1.0,1,6405,,tier 4 fuzzy
Atomic Signs,ATOMIC SIGNS,12409765,ATOMIC SIGNS LTD,1.0,1,6378.16,,tier 4 fuzzy
BRUNTWOOD SCIENCE,BRUNTWOOD SCIENCE,07737629,BRUNTWOOD SCIENCE LIMITED,1.0,1,6360.6,,tier 4 fuzzy
Clearwater Solicitors,CLEARWATER SOLICITORS,10462199,CLEARWATER SOLICITORS LIMITED,1.0,1,6340,,tier 4 fuzzy
Small Steps Consultants,SMALL STEPS CONSULTANTS,09422180,SMALL STEPS CONSULTANTS LTD,1.0,1,6300,,tier 4 fuzzy
Sure Maintenance Ltd,SURE MAINTENANCE LTD,04072464,SURESERVE COMPLIANCE NORTHWEST LIMITED,,1,6239.58,,tier 1 demoted: register name disagrees
CIPFA,CIPFA,02376684,CIPFA BUSINESS LIMITED,,1,6213.35,,tier 1 demoted: register name disagrees
Whitestone Solicitors,WHITESTONE SOLICITORS,07129011,WHITESTONE SOLICITORS LIMITED,1.0,1,6209,,tier 4 fuzzy
Crown Office Chambers,CROWN OFFICE CHAMBERS,03901990,CROWN OFFICE CHAMBERS LIMITED,1.0,1,6187.5,,tier 4 fuzzy
The Japanese Shop,JAPANESE SHOP,06820799,THE JAPANESE SHOP LIMITED,1.0,1,6155.9,,tier 4 fuzzy
Integra Buildings,INTEGRA BUILDINGS,03386037,INTEGRA BUILDINGS LIMITED,1.0,1,6155.84,,tier 4 fuzzy
Enable Law,ENABLE LAW,03484745,ENABLE LAW LIMITED,1.0,1,6000,,tier 4 fuzzy
Performance in Education,PERFORMANCE IN EDUCATION,15215717,PERFORMANCE IN EDUCATION LTD,1.0,1,6000,,tier 4 fuzzy
Your Cafe,YOUR CAFE,12950894,YOUR CAFE LIMITED,1.0,1,6000,,tier 4 fuzzy
Project Centre,PROJECT CENTRE,02625312,PROJECT CENTRE LIMITED,1.0,1,6000,,tier 4 fuzzy
Real Bristol Bakery Ltd,REAL BRISTOL BAKERY LTD,11884688,REAL BRISTOL BAKERY LTD,1.0,1,6000,,tier 4 fuzzy
Ursell Pools & Wellness,URSELL POOLS AND WELLNESS,12247167,URSELL POOLS & WELLNESS LIMITED,1.0,1,5961.3,,tier 4 fuzzy
CROWN HOMES,CROWN HOMES,07588128,CROWN HOMES LTD,1.0,1,5887.57,,tier 4 fuzzy
Quantum,QUANTUM,01592381,QUANTUM LIMITED,1.0,1,5836.54,,tier 4 fuzzy
The Dandelion Community,DANDELION COMMUNITY,RS005042,DANDELION COMMUNITY LIMITED,1.0,1,5820,,tier 4 fuzzy
Mark Reynolds Solicitors,MARK REYNOLDS SOLICITORS,07803860,MARK REYNOLDS SOLICITORS LIMITED,1.0,1,5712,,tier 4 fuzzy
JCS Online Resources,JCS ONLINE RESOURCES,07462992,JCS ONLINE RESOURCES LIMITED,1.0,1,5710.26,,tier 4 fuzzy
JCS Online Resources,JCS ONLINE RESOURCES,07462992,JCS ONLINE RESOURCES LIMITED,,1,5710.26,,tier 1 demoted: register name disagrees
Bell Group,BELL GROUP,SC114142,BELL GROUP LTD,1.0,1,5638.54,,tier 4 fuzzy
Pitman Training Group,PITMAN TRAINING GROUP,07286351,PITMAN TRAINING GROUP LIMITED,1.0,1,5600,,tier 4 fuzzy
Elvington Holdings T/A Elvington Plant Hire,ELVINGTON HOLDINGS,01159252,ELVINGTON HOLDINGS LIMITED,1.0,1,5579.99,,tier 4 fuzzy
Janus,JANUS,02444584,JANUS LIMITED,1.0,1,5579.6,,tier 4 fuzzy
Gladstone House,GLADSTONE HOUSE,10370892,GLADSTONE HOUSE LTD,1.0,1,5519.1,,tier 4 fuzzy
Andrew Clarke,ANDREW CLARKE,11239665,ANDREW CLARKE LTD,1.0,1,5500,,tier 4 fuzzy
Places For People Homes,PLACES FOR PEOPLE HOMES,IP19447R,PLACES FOR PEOPLE HOMES LIMITED,1.0,1,5485.78,,tier 4 fuzzy
Solarsense,SOLARSENSE,01322642,SOLARSENSE LIMITED,1.0,1,5450,,tier 4 fuzzy
EweMove Sales & Lettings,EWEMOVE SALES AND LETTINGS,07191403,EWEMOVE SALES & LETTINGS LTD,1.0,1,5408,,tier 4 fuzzy
Asbestos Audit Ltd,ASBESTOS AUDIT LTD,11217528,ASBESTOS AUDIT LTD,1.0,1,5400,,tier 4 fuzzy
British Gas,BRITISH GAS,08811254,BRITISH GAS LIMITED,1.0,1,5383.89,,tier 4 fuzzy
Friends of Severus Hill,FRIENDS OF SEVERUS HILL,15531651,FRIENDS OF SEVERUS HILL LTD,1.0,1,5346,,tier 4 fuzzy
Work In Style,WORK IN STYLE,00299255,WORK IN STYLE LIMITED,1.0,1,5341.32,,tier 4 fuzzy
Digital ID,DIGITAL ID,02819044,DIGITAL ID LTD,1.0,1,5306.25,,tier 4 fuzzy
Central Locksmiths,CENTRAL LOCKSMITHS,08064035,CENTRAL LOCKSMITHS LIMITED,1.0,1,5266.64,,tier 4 fuzzy
Newcastle University,NEWCASTLE UNIVERSITY,03068111,NEWCASTLE UNIVERSITY HOLDINGS LIMITED,,1,5264,,tier 1 demoted: register name disagrees
Kernock Park Plants,KERNOCK PARK PLANTS,03297350,KERNOCK PARK PLANTS LIMITED,1.0,1,5196.65,,tier 4 fuzzy
Wessex Archaeology,WESSEX ARCHAEOLOGY,01712772,WESSEX ARCHAEOLOGY LIMITED,1.0,1,5196,,tier 4 fuzzy
T.I.S. Limited,T I S LTD,04241663,T.I.S.S. LIMITED,1.0,1,5120,,tier 4 fuzzy
Fishers Cleaning Services Ltd,FISHERS CLEANING SERVICES LTD,05114287,FISHERS CLEANING SERVICES LIMITED,1.0,1,5118.57,,tier 4 fuzzy
HAGS – SMP Ltd,HAGS SMP LTD,00908021,HAGS-SMP LIMITED,,1,5109.06,,tier 1 demoted: register name disagrees
JARVIS TRAINING MANAGEMENT LTD,JARVIS TRAINING MANAGEMENT LTD,02354200,JARVIS TRAINING MANAGEMENT LIMITED,1.0,1,5100,,tier 4 fuzzy
VOUCHER EXPRESS,VOUCHER EXPRESS,00286143,VOUCHER EXPRESS LIMITED,1.0,1,5040,,tier 4 fuzzy
West & North Yorkshire Chamber of Commerce,WEST AND NORTH YORKSHIRE CHAMBER OF COMMERCE,00054940,WEST AND NORTH YORKSHIRE CHAMBER OF COMMERCE AND INDUSTRY,0.875,1,5000,,tier 4 fuzzy
Association of Independent Festivals,ASSOCIATION OF INDEPENDENT FESTIVALS,11246560,THE ASSOCIATION OF INDEPENDENT FESTIVALS LIMITED,1.0,1,5000,,tier 4 fuzzy
Grosvenor Supermarket,GROSVENOR SUPERMARKET,07593112,GROSVENOR SUPERMARKET LIMITED,1.0,1,5000,,tier 4 fuzzy
ESEA Contemporary,ESEA CONTEMPORARY,02137427,ESEA CONTEMPORARY LTD,1.0,1,5000,,tier 4 fuzzy
MAYK Theatre LTD,MAYK THEATRE LTD,CE034989,MAYK THEATRE,1.0,1,5000,,tier 4 fuzzy
Tim Groom Architects,TIM GROOM ARCHITECTS,05639668,TIM GROOM ARCHITECTS LTD,1.0,1,5000,,tier 4 fuzzy
Hope Community Church,HOPE COMMUNITY CHURCH,06181631,HOPE COMMUNITY CHURCH,1.0,1,4999,,tier 4 fuzzy
ABC Food Law,ABC FOOD LAW,08168250,ABC FOOD LAW LIMITED,1.0,1,4980.75,,tier 4 fuzzy
Twinkl,TWINKL,07201458,TWINKL LTD,1.0,1,4896.9,,tier 4 fuzzy
Fools Paradise,FOOLS PARADISE,03859585,FOOLS PARADISE LIMITED,1.0,1,4884,,tier 4 fuzzy
Aspire Accountancy School,ASPIRE ACCOUNTANCY SCHOOL,10073833,ASPIRE ACCOUNTANCY SCHOOL LIMITED,1.0,1,4864,,tier 4 fuzzy
Stitched Up,STITCHED UP,14279621,STITCHED UP LIMITED,1.0,1,4850,,tier 4 fuzzy
Parents Plus,PARENTS PLUS,07544448,PARENTS PLUS LTD,1.0,1,4834,,tier 4 fuzzy
Cherry Tree Developments,CHERRY TREE DEVELOPMENTS,08433610,CHERRY TREE DEVELOPMENTS LIMITED,1.0,1,4831.74,,tier 4 fuzzy
Rekindle School,REKINDLE SCHOOL,12206728,REKINDLE SCHOOL LTD,1.0,1,4800,,tier 4 fuzzy
Dandy Booksellers,DANDY BOOKSELLERS,04846829,DANDY BOOKSELLERS LIMITED,1.0,1,4795.95,,tier 4 fuzzy
MA Education Limited,MA EDUCATION LTD,04002826,MA EDUCATION & MUSIC LIMITED,,1,4770,,tier 1 demoted: register name disagrees
Flu Xpress,FLU XPRESS,07425649,FLU XPRESS LTD,1.0,1,4770,,tier 4 fuzzy
Bruton Knowles,BRUTON KNOWLES,12481998,BRUTON KNOWLES LIMITED,1.0,1,4750,,tier 4 fuzzy
No.5 Chambers,NO 5 CHAMBERS,02727465,NO 5 CHAMBERS LIMITED,1.0,1,4750,,tier 4 fuzzy
Bruton Knowles,BRUTON KNOWLES,12481998,BRUTON KNOWLES LIMITED,,1,4750,,tier 1 demoted: register name disagrees
Association of Learning Providers,ASSOCIATION OF LEARNING PROVIDERS,07623920,THE ASSOCIATION OF LEARNING PROVIDERS LIMITED,1.0,1,4650,,tier 4 fuzzy
Clifton Pharmacy,CLIFTON PHARMACY,04830645,CLIFTON PHARMACY LIMITED,1.0,1,4622.55,,tier 4 fuzzy
Enterprise Transport Training,ENTERPRISE TRANSPORT TRAINING,09884343,ENTERPRISE TRANSPORT TRAINING LIMITED,1.0,1,4615,,tier 4 fuzzy
Travis Perkins Trading Co Ltd,TRAVIS PERKINS TRADING CO LTD,00733503,TRAVIS PERKINS TRADING COMPANY LIMITED,,1,4599.98,,tier 1 demoted: register name disagrees
Spectrum Workwear,SPECTRUM WORKWEAR,14416318,SPECTRUM WORKWEAR LTD,1.0,1,4590,,tier 4 fuzzy
J Lister Electrical,J LISTER ELECTRICAL,04335941,J LISTER ELECTRICAL LIMITED,1.0,1,4518.16,,tier 4 fuzzy
Paul Richardson,PAUL RICHARDSON,12797597,PAUL RICHARDSON LIMITED,1.0,1,4500,,tier 4 fuzzy
John Sutch Cranes,JOHN SUTCH CRANES,07960996,JOHN SUTCH CRANES LIMITED,1.0,1,4500,,tier 4 fuzzy
Synergy Fire Engineering,SYNERGY FIRE ENGINEERING,08042517,SYNERGY FIRE ENGINEERING LIMITED,1.0,1,4500,,tier 4 fuzzy
Xtreme,XTREME,09880832,XTREME LTD,1.0,1,4440,,tier 4 fuzzy
Lexicon Linguistics,LEXICON LINGUISTICS,13057438,LEXICON LINGUISTICS LIMITED,1.0,1,4412.88,,tier 4 fuzzy
Abbeyway Commercial,ABBEYWAY COMMERCIAL,08355944,ABBEYWAY COMMERCIAL LTD,1.0,1,4408.86,,tier 4 fuzzy
BLUE ICE MACHINES,BLUE ICE MACHINES,07405679,BLUE ICE MACHINES LIMITED,1.0,1,4399,,tier 4 fuzzy
FLOOR EXPRESS,FLOOR EXPRESS,12093300,FLOOR EXPRESS LTD,1.0,1,4385.39,,tier 4 fuzzy
Chalfont Project,CHALFONT PROJECT,03700600,THE CHALFONT PROJECT LTD,1.0,1,4381.54,,tier 4 fuzzy
Fife Silica Sands,FIFE SILICA SANDS,SC237018,FIFE SILICA SANDS LIMITED,1.0,1,4353.36,,tier 4 fuzzy
Acorn Analytical Services,ACORN ANALYTICAL SERVICES,04723192,ACORN ANALYTICAL SERVICES LTD,1.0,1,4350,,tier 4 fuzzy
Acorn Analytical Services,ACORN ANALYTICAL SERVICES,08340465,ACORN ANALYTICAL SERVICES (UK) LTD,,1,4350,,tier 1 demoted: register name disagrees
Nabma,NABMA,10653452,NABMA LIMITED,1.0,1,4270,,tier 4 fuzzy
Screwfix Direct T/A Trade UK,SCREWFIX DIRECT,03006378,SCREWFIX DIRECT LIMITED,1.0,1,4242.74,,tier 4 fuzzy
Reeds Electrical,REEDS ELECTRICAL,13997007,REEDS ELECTRICAL LIMITED,1.0,1,4200.68,,tier 4 fuzzy
King and McGaw,KING AND MCGAW,03850720,KING & MCGAW LIMITED,1.0,1,4168.57,,tier 4 fuzzy
Greengauge Building Energy Consultants,GREENGAUGE BUILDING ENERGY CONSULTANTS,11366406,GREENGAUGE BUILDING ENERGY CONSULTANTS LTD,1.0,1,4122.5,,tier 4 fuzzy
Creased Puddle,CREASED PUDDLE,12186594,CREASED PUDDLE LTD,1.0,1,4100,,tier 4 fuzzy
The Property File,PROPERTY FILE,04710128,THE PROPERTY FILE LIMITED,1.0,1,4100,,tier 4 fuzzy
Whitecroft Lighting,WHITECROFT LIGHTING,03848973,WHITECROFT LIGHTING LIMITED,1.0,1,4095.87,,tier 4 fuzzy
Kennys Global Links,KENNYS GLOBAL LINKS,13114120,KENNYS GLOBAL LINKS LTD,1.0,1,4089,,tier 4 fuzzy
Nexus Planning,NEXUS PLANNING,08491440,NEXUS PLANNING LIMITED,,1,4059,,tier 1 demoted: register name disagrees
Nexus Planning,NEXUS PLANNING,08491440,NEXUS PLANNING LIMITED,1.0,1,4059,,tier 4 fuzzy
Gough Square Chambers,GOUGH SQUARE CHAMBERS,02792311,GOUGH SQUARE CHAMBERS LIMITED,1.0,1,4032,,tier 4 fuzzy
TULLOCH PROPERTY SERVICES,TULLOCH PROPERTY SERVICES,09831793,TULLOCH PROPERTY SERVICES LTD,1.0,1,4014.58,,tier 4 fuzzy
McDermott Smith Law Ltd,MCDERMOTT SMITH LAW LTD,09982511,MCDERMOTT SMITH LAW LTD,1.0,1,4000,,tier 4 fuzzy
Hulme Community Garden Centre,HULME COMMUNITY GARDEN CENTRE,IP28958R,HULME COMMUNITY GARDEN CENTRE LIMITED,1.0,1,3986,,tier 4 fuzzy
University of Wolverhampton,UNIVERSITY OF WOLVERHAMPTON,08124820,THE ROWLEY LEARNING TRUST,,1,3957,,tier 1 demoted: register name disagrees
Freight Transport Association t/a FTA Logistics Uk,FREIGHT TRANSPORT ASSOCIATION,00391957,FREIGHT TRANSPORT ASSOCIATION LIMITED,1.0,1,3931.1,,tier 4 fuzzy
Street Doctors,STREET DOCTORS,08330240,STREET DOCTORS LTD,1.0,1,3900,,tier 4 fuzzy
Strategic Leisure Limited,STRATEGIC LEISURE LTD,07612989,STRATEGIC LEISURE LIMITED,1.0,2,3900,,tier 4 fuzzy
John Martin Painting Contractors,JOHN MARTIN PAINTING CONTRACTORS,02838653,JOHN MARTIN PAINTING CONTRACTORS LIMITED,1.0,1,3888,,tier 4 fuzzy
Heaton Park Garden Centre,HEATON PARK GARDEN CENTRE,09959608,HEATON PARK GARDEN CENTRE LIMITED,1.0,1,3840,,tier 4 fuzzy
DCS Extreme Cleaning Services,DCS EXTREME CLEANING SERVICES,14473787,DCS EXTREME CLEANING SERVICES LTD,1.0,1,3825,,tier 4 fuzzy
Managed Security Solutions,MANAGED SECURITY SOLUTIONS,04318423,MANAGED SECURITY SOLUTIONS LIMITED,1.0,1,3791.15,,tier 4 fuzzy
Vivid Care,VIVID CARE,13441014,VIVID CARE LIMITED,1.0,1,3791,,tier 4 fuzzy
Sporting Chance Project,SPORTING CHANCE PROJECT,08264603,SPORTING CHANCE PROJECT LIMITED,1.0,1,3782.5,,tier 4 fuzzy
